speakerId,firstName,lastName,party,fraction
11004041,Nicole,Gohlke,DIE LINKE.,Die Linke
11004050,Jürgen,Hardt,CDU,CDU/CSU
11004124,Aydan,Özoğuz,SPD,SPD
11004150,Stefan,Schwartze,SPD,SPD
11004182,Johann David,Wadephul,CDU,CDU/CSU
11004222,Manfred,Todtenhausen,FDP,FDP
11004229,Hagen,Reinhold,FDP,FDP
11004241,Stephan,Albani,CDU,CDU/CSU
11004256,Karl-Heinz,Brunner,SPD,SPD
11004323,Anja,Karliczek,CDU,CDU/CSU
11004324,Kerstin,Kassner,DIE LINKE.,Die Linke
11004390,Corinna,Rüffer,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004397,Udo,Schiefner,SPD,SPD
11004441,Marian,Wendt,CDU,CDU/CSU
11004688,Birke,Bull-Bischoff,DIE LINKE.,Die Linke
11004694,Anna,Christmann,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004710,Wiebke,Esdar,SPD,SPD
11004711,Michael,Espendiller,AfD,AfD
11004722,Götz,Frömming,AfD,AfD
11004735,Armin-Paulus,Hampel,AfD,AfD
11004740,Martin,Hebner,AfD,AfD
11004744,Marc,Henrichmann,CDU,CDU/CSU
11004764,Johannes,Huber,AfD,
11004798,Alexander Graf,Lambsdorff,FDP,
11004806,Bernhard,Loos,CSU,CDU/CSU
11004809,Heiko,Maas,SPD,
11004812,Lothar,Maier,AfD,AfD
11004819,Pascal,Meiser,DIE LINKE.,Die Linke
11004822,Mario,Mieruch,LKR,
11004826,Siemtje,Möller,SPD,SPD
11004845,Josef,Oster,CDU,CDU/CSU
11004876,Nils,Schmid,SPD,SPD
11004898,Detlev,Spangenberg,AfD,AfD
11001023,Ulla,Jelpke,DIE LINKE.,Die Linke
11003034,Dietmar,Bartsch,DIE LINKE.,Die Linke
11003050,Lothar,Binding,SPD,SPD
11003132,Katrin,Göring-Eckardt,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11003196,Andrea,Nahles,SPD,SPD
11003213,Michael,Roth,SPD,
11003255,Peter,Weiß,CDU,CDU/CSU
11003440,Kerstin,Griese,SPD,SPD
11003512,Marco,Bülow,Die PARTEI,
11003516,Alexander,Dobrindt,CSU,CDU/CSU
11003556,Gabriele,Hiller-Ohm,SPD,SPD
11003574,Günter,Krings,CDU,
11003578,Markus,Kurth,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11003715,Lars,Klingbeil,SPD,SPD
11003763,Heike,Hänsel,DIE LINKE.,Die Linke
11003797,Karl,Lauterbach,SPD,
11003802,Michael Georg,Link,FDP,FDP
11003804,Katja,Mast,SPD,SPD
11003815,Carsten,Müller,CDU,CDU/CSU
11003865,Elisabeth,Winkelmeier-Becker,CDU,
11004004,Peter,Aumer,CSU,CDU/CSU
11004012,Matthias W.,Birkwald,DIE LINKE.,Die Linke
11004021,Ralph,Brinkhaus,CDU,CDU/CSU
11004034,Michael,Frieser,CSU,CDU/CSU
11004063,Oliver,Kaczmarek,SPD,SPD
11004065,Stefan,Kaufmann,CDU,CDU/CSU
11004073,Axel,Knoerig,CDU,CDU/CSU
11004075,Pascal,Kober,FDP,FDP
11004097,Christian,Lindner,FDP,FDP
11004104,Karin,Maag,CDU,CDU/CSU
11004106,Agnieszka,Brugger,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004107,Hans-Georg,von der Marwitz,CDU,CDU/CSU
11004110,Mathias,Middelberg,CDU,CDU/CSU
11004114,Niema,Movassat,DIE LINKE.,Die Linke
11004117,Beate,Müller-Gemmeke,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004123,Konstantin,von Notz,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004169,Stephan,Stracke,CSU,CDU/CSU
11004192,Matthias,Zimmer,CDU,CDU/CSU
11004221,Beate,Walter-Rosenheimer,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004247,Katarina,Barley,SPD,SPD
11004248,Matthias,Bartke,SPD,SPD
11004255,Franziska,Brantner,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004257,Lars,Castellucci,SPD,SPD
11004264,Hansjörg,Durz,CSU,CDU/CSU
11004267,Saskia,Esken,SPD,SPD
11004270,Johannes,Fechner,SPD,SPD
11004276,Thorsten,Frei,CDU,CDU/CSU
11004280,Ursula,Groden-Kranich,CDU,CDU/CSU
11004295,Dirk,Heidenblut,SPD,SPD
11004304,Alexander,Hoffmann,CSU,CDU/CSU
11004321,Ralf,Kapschack,SPD,SPD
11004325,Gabriele,Katzmarek,SPD,SPD
11004352,Jan,Metzler,CDU,CDU/CSU
11004365,Wilfried,Oellers,CDU,CDU/CSU
11004383,Alexander,Radwan,CSU,CDU/CSU
11004386,Daniela,De Ridder,SPD,SPD
11004389,Martin,Rosemann,SPD,SPD
11004398,Jana,Schimke,CDU,CDU/CSU
11004410,Rainer,Spiering,SPD,SPD
11004427,Volker,Ullrich,CSU,CDU/CSU
11004443,Kai,Whittaker,CDU,CDU/CSU
11004605,Christian,Petry,SPD,SPD
11004614,Angelika,Glöckner,SPD,SPD
11004617,Ronja,Kemmer,CDU,CDU/CSU
11004653,Gökay,Akbulut,DIE LINKE.,Die Linke
11004665,Canan,Bayram,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004666,Jens,Beeck,FDP,FDP
11004676,Jens,Brandenburg,FDP,FDP
11004678,Stephan,Brandner,AfD,AfD
11004696,Joana,Cotar,AfD,AfD
11004697,Carl-Julius,Cronenberg,FDP,FDP
11004698,Gottfried,Curio,AfD,AfD
11004703,Anke,Domscheit-Berg,Plos,Die Linke
11004714,Peter,Felser,AfD,AfD
11004715,Susanne,Ferschl,DIE LINKE.,Die Linke
11004724,Alexander,Gauland,AfD,AfD
11004727,Albrecht,Glaser,AfD,AfD
11004738,Roland,Hartwig,AfD,
11004741,Thomas,Heilmann,CDU,CDU/CSU
11004761,Leif-Erik,Holm,AfD,AfD
11004763,Reinhard,Houben,FDP,FDP
11004765,Ulla,Ihnen,FDP,FDP
11004767,Fabian,Jacobi,AfD,AfD
11004770,Ingmar,Jung,CDU,CDU/CSU
11004772,Uwe,Kamann,Plos,
11004781,Norbert,Kleinwächter,AfD,AfD
11004802,Helge,Lindh,SPD,SPD
11004811,Jens,Maier,AfD,
11004815,Till,Mansmann,FDP,FDP
11004829,Axel,Müller,CDU,CDU/CSU
11004836,Sebastian,Münzenmaier,AfD,AfD
11004848,Sören,Pellmann,DIE LINKE.,Die Linke
11004852,Tobias,Pflüger,DIE LINKE.,Die Linke
11004866,Manuela,Rottmann,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004873,Ulrike,Schielke-Ziesing,AfD,AfD
11004880,Jörg,Schneider,AfD,AfD
11004891,Thomas,Seitz,AfD,AfD
11004892,Martin,Sichert,AfD,AfD
11004900,René,Springer,AfD,AfD
11004901,Katrin,Staffler,CSU,CDU/CSU
11004907,Friedrich,Straetmanns,DIE LINKE.,Die Linke
11004908,Benjamin,Strasser,FDP,
11004910,Katja,Suding,FDP,FDP
11004913,Linda,Teuteberg,FDP,FDP
11004917,Alexander,Throm,CDU,CDU/CSU
11004922,Andrew,Ullmann,FDP,FDP
11004926,Christoph,de Vries,CDU,CDU/CSU
11004930,Alice,Weidel,AfD,AfD
11004936,Christian,Wirth,AfD,AfD
11004937,Uwe,Witt,AfD,AfD
11004942,Marja-Liisa,Völlers,SPD,SPD
11000365,Diether,Dehm,DIE LINKE.,Die Linke
11003168,Christian,Lange,SPD,SPD
11003264,Klaus-Peter,Willsch,CDU,CDU/CSU
11003612,Florian,Pronold,SPD,
11003613,Daniela,Ludwig,CSU,CDU/CSU
11003636,Thomas,Silberhorn,CSU,
11003706,Artur,Auernhammer,CSU,CDU/CSU
11003732,Niels,Annen,SPD,
11003772,Anton,Hofreiter,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11003846,Frank,Schwabe,SPD,SPD
11004017,Norbert,Brackmann,CDU,CDU/CSU
11004029,Bijan,Djir-Sarai,FDP,FDP
11004060,Andrej,Hunko,DIE LINKE.,Die Linke
11004067,Katja,Keul,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004068,Roderich,Kiesewetter,CDU,CDU/CSU
11004083,Rüdiger,Kruse,CDU,CDU/CSU
11004091,Ralph,Lenkert,DIE LINKE.,Die Linke
11004145,Frithjof,Schmidt,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004149,Armin,Schuster,CDU,CDU/CSU
11004175,Stephan,Thomae,FDP,FDP
11004181,Kathrin,Vogler,DIE LINKE.,Die Linke
11004217,Tobias,Lindner,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004271,Uwe,Feiler,CDU,CDU/CSU
11004288,André,Hahn,DIE LINKE.,Die Linke
11004317,Frank,Junge,SPD,SPD
11004348,Gisela,Manderla,CDU,CDU/CSU
11004349,Matern,von Marschall,CDU,CDU/CSU
11004353,Irene,Mihalic,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004355,Susanne,Mittag,SPD,SPD
11004362,Andreas,Nick,CDU,CDU/CSU
11004363,Ulli,Nissen,SPD,SPD
11004372,Martin,Patzelt,CDU,CDU/CSU
11004393,Johann,Saathoff,SPD,SPD
11004416,Peter,Stein,CDU,CDU/CSU
11004424,Michael,Thews,SPD,SPD
11004435,Kees,de Vries,CDU,CDU/CSU
11004651,Doris,Achelwilm,DIE LINKE.,Die Linke
11004656,Philipp,Amthor,CDU,CDU/CSU
11004670,Melanie,Bernstein,CDU,CDU/CSU
11004680,Jürgen,Braun,AfD,AfD
11004682,Sebastian,Brehm,CSU,CDU/CSU
11004683,Leni,Breymaier,SPD,SPD
11004692,Petr,Bystron,AfD,AfD
11004699,Astrid,Damerow,CDU,CDU/CSU
11004730,Wilhelm,von Gottberg,AfD,AfD
11004748,Lars,Herrmann,Plos,
11004749,Martin,Hess,AfD,AfD
11004753,Nicole,Höchst,AfD,AfD
11004754,Gero Clemens,Hocker,FDP,FDP
11004756,Bettina,Hoffmann,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004766,Hans-Jürgen,Irmer,CDU,CDU/CSU
11004786,Lukas,Köhler,FDP,FDP
11004787,Enrico,Komning,AfD,AfD
11004796,Konstantin Elias,Kuhle,FDP,FDP
11004801,Sven,Lehmann,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004813,Birgit,Malsack-Winkemann,AfD,AfD
11004830,Claudia,Müller,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004843,Ulrich,Oehme,AfD,AfD
11004864,Bernd,Reuther,FDP,FDP
11004878,Uwe,Schmidt,SPD,SPD
11004905,Beatrix,von Storch,AfD,AfD
11004923,Gerald,Ullrich,FDP,FDP
11004929,Sandra,Weeser,FDP,FDP
11004935,Heiko,Wildberg,AfD,AfD
11004941,Gyde,Jensen,FDP,FDP
11002742,Gerd,Müller,CSU,
11003650,Volkmar,Vogel,CDU,CDU/CSU
11004066,Uwe,Kekeritz,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004081,Oliver,Krischer,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004354,Klaus,Mindrup,SPD,SPD
11004426,Carsten,Träger,SPD,SPD
11004440,Anja,Weisgerber,CSU,CDU/CSU
11004659,Lisa,Badum,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004667,Olaf in der,Beek,FDP,FDP
11004672,Lorenz Gösta,Beutin,DIE LINKE.,Die Linke
11004719,Dietmar,Friedhoff,AfD,AfD
11004721,Markus,Frohnmaier,AfD,AfD
11004752,Karsten,Hilse,AfD,AfD
11004854,Christoph,Ploß,CDU,CDU/CSU
11004882,Eva-Maria,Schreiber,DIE LINKE.,Die Linke
11004894,Frank,Sitta,FDP,FDP
11004897,Helin Evrim,Sommer,DIE LINKE.,
11004899,Dirk,Spaniel,AfD,AfD
11003246,Jürgen,Trittin,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11003514,Gitta,Connemann,CDU,CDU/CSU
11003530,Otto,Fricke,FDP,FDP
11003544,Olav,Gutting,CDU,CDU/CSU
11003584,Gesine,Lötzsch,DIE LINKE.,Die Linke
11003608,Joachim,Pfeiffer,CDU,CDU/CSU
11003631,Uwe,Schummer,CDU,CDU/CSU
11003638,Jens,Spahn,CDU,
11003782,Josip,Juratovic,SPD,SPD
11003789,Jens,Koeppen,CDU,CDU/CSU
11003821,Henning,Otte,CDU,CDU/CSU
11003826,Eckhardt,Rehberg,CDU,CDU/CSU
11003869,Sabine,Zimmermann,DIE LINKE.,Die Linke
11003890,Christian,Hirte,CDU,CDU/CSU
11004003,Christine,Aschenberg-Dugnus,FDP,FDP
11004010,Peter,Beyer,CDU,CDU/CSU
11004018,Reinhard,Brandl,CSU,CDU/CSU
11004030,Katja,Dörner,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004039,Michael,Gerdes,SPD,SPD
11004057,Manuel,Höferlin,FDP,FDP
11004059,Karl,Holmeier,CSU,CDU/CSU
11004093,Stefan,Liebich,DIE LINKE.,Die Linke
11004105,Thomas,de Maizière,CDU,CDU/CSU
11004120,Martin,Neumann,FDP,FDP
11004164,Sonja Amalie,Steffen,SPD,SPD
11004250,Maik,Beermann,CDU,CDU/CSU
11004282,Uli,Grötsch,SPD,SPD
11004287,Rita,Hagl-Kehl,SPD,
11004298,Mark,Helfrich,CDU,CDU/CSU
11004303,Thomas,Hitschler,SPD,SPD
11004328,Cansel,Kiziltepe,SPD,SPD
11004339,Andreas,Lenz,CSU,CDU/CSU
11004357,Elisabeth,Motschmann,CDU,CDU/CSU
11004361,Alexander S.,Neu,DIE LINKE.,Die Linke
11004384,Alois,Rainer,CSU,CDU/CSU
11004391,Susann,Rüthrich,SPD,SPD
11004396,Nina,Scheer,SPD,SPD
11004401,Dagmar,Schmidt,SPD,SPD
11004405,Kordula,Schulz-Asche,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004406,Klaus-Peter,Schulze,CDU,CDU/CSU
11004407,Andreas,Schwarz,SPD,SPD
11004417,Sebastian,Steineke,CDU,CDU/CSU
11004418,Johannes,Steiniger,CDU,CDU/CSU
11004429,Julia,Verlinden,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004438,Gabi,Weber,SPD,SPD
11004452,Emmi,Zeulner,CSU,CDU/CSU
11004613,Norbert,Müller,DIE LINKE.,Die Linke
11004654,Renata,Alt,FDP,FDP
11004663,Margarete,Bause,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004671,Christoph,Bernstiel,CDU,CDU/CSU
11004674,Andreas,Bleck,AfD,AfD
11004675,Peter,Boehringer,AfD,AfD
11004686,Katrin,Budde,SPD,SPD
11004693,Jörg,Cezanne,DIE LINKE.,Die Linke
11004701,Esther,Dilcher,SPD,SPD
11004707,Thomas,Ehrhorn,AfD,AfD
11004723,Sylvia,Gabelmann,DIE LINKE.,Die Linke
11004731,Kay,Gottschalk,AfD,AfD
11004734,Thomas,Hacker,FDP,FDP
11004736,Mariana Iris,Harder-Kühnel,AfD,AfD
11004745,Markus,Herbrand,FDP,FDP
11004759,Matthias,Höhn,DIE LINKE.,Die Linke
11004760,Bruno,Hollnagel,Plos,AfD
11004762,Ottmar,von Holtz,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004768,Marc,Jongen,AfD,AfD
11004773,Kirsten,Kappert-Gonther,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004777,Jens,Kestner,AfD,AfD
11004791,Steffen,Kotré,AfD,AfD
11004805,Nikolas,Löbel,Plos,CDU/CSU
11004807,Rüdiger,Lucassen,AfD,AfD
11004841,Petra,Nicolaisen,CDU,CDU/CSU
11004842,Jan Ralf,Nolte,AfD,
11004884,Michael,Schrodi,SPD,SPD
11004888,Uwe,Schulz,AfD,AfD
11004890,Matthias,Seestern-Pauly,FDP,FDP
11004906,Marie-Agnes,Strack-Zimmermann,FDP,FDP
11004909,Margit,Stumpp,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004924,Kerstin,Vieregge,CDU,CDU/CSU
11002812,Max,Straubinger,CSU,CDU/CSU
11003259,Annette,Widmann-Mauz,CDU,CDU/CSU
11003714,Monika,Lazar,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11003816,Detlef,Müller,SPD,SPD
11003888,Wolfgang,Strengmann-Kuhn,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11003896,Eva,Högl,SPD,SPD
11004054,Frank,Heinrich,CDU,CDU/CSU
11004079,Daniela,Kolbe,SPD,SPD
11004173,Kerstin,Tack,SPD,SPD
11004179,Johannes,Vogel,FDP,FDP
11004259,Karamba,Diaby,SPD,SPD
11004341,Antje,Lezius,CDU,CDU/CSU
11004342,Andrea,Lindholz,CSU,CDU/CSU
11004381,Martin,Rabanus,SPD,SPD
11004439,Albert,Weiler,CDU,CDU/CSU
11004673,Marc,Biadacz,CDU,CDU/CSU
11004774,Torbjörn,Kartes,CDU,CDU/CSU
11004816,Jürgen,Martens,FDP,FDP
11004834,Frank,Müller-Rosentritt,FDP,FDP
11004853,Stephan,Pilsinger,CSU,CDU/CSU
11004859,Martin,Reichardt,AfD,AfD
11004862,Martin Erwin,Renner,AfD,AfD
11004914,Michael,Theurer,FDP,FDP
11004918,Dietlind,Tiemann,CDU,CDU/CSU
11004934,Bettina Margarethe,Wiesmann,CDU,CDU/CSU
11001478,Angela,Merkel,CDU,
11003199,Dietmar,Nietan,SPD,SPD
11003588,Hilde,Mattheis,SPD,SPD
11003602,Georg,Nüßlein,Plos,CDU/CSU
11003625,Andreas,Scheuer,CSU,
11003848,Petra,Sitte,DIE LINKE.,Die Linke
11004061,Thomas,Jarzombek,CDU,CDU/CSU
11004101,Kirsten,Lühmann,SPD,SPD
11004102,Oliver,Luksic,FDP,FDP
11004215,Harald,Ebner,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004245,Annalena,Baerbock,BÜNDNIS 90/DIE GRÜNEN,
11004261,Sabine,Dittmar,SPD,
11004337,Katja,Leikert,CDU,CDU/CSU
11004409,Tino,Sorge,CDU,CDU/CSU
11004820,Christoph,Meyer,FDP,FDP
11004849,Victor,Perli,DIE LINKE.,Die Linke
11004850,Tobias Matthias,Peterka,AfD,AfD
11004855,Paul Viktor,Podolay,AfD,AfD
11004879,Claudia,Schmidtke,CDU,CDU/CSU
11004886,Martin,Schulz,SPD,SPD
11004933,Wolfgang,Wiehle,AfD,AfD
11002280,Michael,Stübgen,CDU,
11003148,Gustav,Herzog,SPD,SPD
11003167,Christine,Lambrecht,SPD,
11003211,Ernst Dieter,Rossmann,SPD,SPD
11003248,Arnold,Vaatz,CDU,CDU/CSU
11003525,Enak,Ferlemann,CDU,
11003545,Bettina,Hagedorn,SPD,SPD
11003589,Stephan,Mayer,CSU,
11003604,Friedrich,Ostendorff,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11003742,Michael,Brand,CDU,CDU/CSU
11003755,Sigmar,Gabriel,SPD,SPD
11003780,Andreas,Jung,CDU,CDU/CSU
11003799,Paul,Lehrieder,CSU,CDU/CSU
11003838,Marianne,Schieder,SPD,SPD
11004056,Ansgar,Heveling,CDU,CDU/CSU
11004087,Ulrich,Lange,CSU,CDU/CSU
11004089,Sabine,Leidig,DIE LINKE.,Die Linke
11004103,Thomas,Lutze,DIE LINKE.,Die Linke
11004127,Lisa,Paus,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004131,Eckhard,Pols,CDU,CDU/CSU
11004138,Tabea,Rößner,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004146,Patrick,Schnieder,CDU,CDU/CSU
11004178,Markus,Tressel,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004184,Daniela,Wagner,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004258,Bernhard,Daldrup,SPD,SPD
11004262,Michael,Donth,CDU,CDU/CSU
11004278,Matthias,Gastel,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004285,Fritz,Güntzler,CDU,CDU/CSU
11004286,Christian,Haase,CDU,CDU/CSU
11004293,Mark,Hauptmann,CDU,CDU/CSU
11004302,Heribert,Hirte,CDU,CDU/CSU
11004379,Florian,Post,SPD,SPD
11004385,Martina,Renner,DIE LINKE.,Die Linke
11004413,Martina,Stamm-Fibich,SPD,SPD
11004603,Jens,Zimmermann,SPD,SPD
11004645,Markus,Uhl,CDU,CDU/CSU
11004660,Simone,Barrientos,DIE LINKE.,Die Linke
11004668,Nicola,Beer,FDP,FDP
11004713,Yasmin,Fahimi,SPD,SPD
11004726,Stefan,Gelbhaar,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004733,Erhard,Grundl,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004746,Torsten,Herbst,FDP,FDP
11004750,Katja,Hessel,FDP,FDP
11004757,Christoph,Hoffmann,FDP,FDP
11004775,Thomas L.,Kemmerich,FDP,FDP
11004784,Daniela,Kluckert,FDP,FDP
11004790,Elvan,Korkmaz,SPD,SPD
11004795,Michael,Kuffer,CSU,CDU/CSU
11004810,Frank,Magnitz,AfD,AfD
11004821,Corinna,Miazga,AfD,AfD
11004833,Roman,Müller-Böhm,FDP,FDP
11004856,Jürgen,Pohl,AfD,AfD
11004858,Stephan,Protschka,AfD,AfD
11004869,Thomas,Sattelberger,FDP,FDP
11004877,Stefan,Schmidt,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004885,Manja,Schüle,SPD,SPD
11002667,Manfred,Grund,CDU,CDU/CSU
11003655,Marco,Wanderwitz,CDU,
11003740,Heidrun,Bluhm,DIE LINKE.,Die Linke
11003796,Andreas G.,Lämmel,CDU,CDU/CSU
11003889,Manuel,Sarrazin,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004019,Heike,Brehmer,CDU,CDU/CSU
11004046,Astrid,Grotelüschen,CDU,CDU/CSU
11004048,Florian,Hahn,CSU,CDU/CSU
11004272,Fritz,Felgentreu,SPD,SPD
11004356,Karsten,Möring,CDU,CDU/CSU
11004368,Mahmut,Özdemir,SPD,SPD
11004377,Sabine,Poschmann,SPD,SPD
11004664,Danyal,Bayaz,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004706,Hartmut,Ebbing,FDP,FDP
11004708,Berengar Elsner von,Gronow,AfD,AfD
11004716,Daniel,Föst,FDP,FDP
11004728,Franziska,Gminder,AfD,AfD
11004729,Eckhard,Gnodtke,CDU,CDU/CSU
11004743,Udo Theodor,Hemmelgarn,AfD,AfD
11004771,Elisabeth,Kaiser,SPD,SPD
11004863,Roman Johannes,Reusch,AfD,AfD
11004871,Christian,Sauter,FDP,FDP
11004946,Gerhard,Zickenheiner,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11003599,Rolf,Mützenich,SPD,SPD
11001434,Christoph,Matschie,SPD,SPD
11002655,Dagmar,Freitag,SPD,SPD
11003157,Johannes,Kahrs,SPD,SPD
11003786,Katja,Kipping,DIE LINKE.,Die Linke
11003861,Marcus,Weinberg,CDU,CDU/CSU
11004049,Stephan,Harbarth,CDU,CDU/CSU
11004055,Rudolf,Henke,CDU,CDU/CSU
11004072,Maria,Klein-Schmeink,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004080,Jutta,Krellmann,DIE LINKE.,Die Linke
11004099,Burkhard,Lischka,SPD,SPD
11004140,Stefan,Ruppert,FDP,FDP
11004163,Frank,Steffel,CDU,CDU/CSU
11004188,Katrin,Werner,DIE LINKE.,Die Linke
11004243,Luise,Amtsberg,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004311,Erich,Irlstorfer,CSU,CDU/CSU
11004334,Roy,Kühne,CDU,CDU/CSU
11004448,Gülistan,Yüksel,SPD,SPD
11004709,Thomas,Erndl,CSU,CDU/CSU
11004720,Anton,Friesen,AfD,AfD
11004851,Frauke,Petry,Plos,
11002617,Peter,Altmaier,CDU,
11003152,Martin,Hohmann,AfD,AfD
11003231,Olaf,Scholz,SPD,SPD
11003566,Julia,Klöckner,CDU,
11003809,Matthias,Miersch,SPD,SPD
11004036,Ingo,Gädechens,CDU,CDU/CSU
11004070,Sven-Christian,Kindler,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004098,Carsten,Linnemann,CDU,CDU/CSU
11004108,Andreas,Mattfeldt,CDU,CDU/CSU
11004143,Tankred,Schipanski,CDU,CDU/CSU
11004269,Hermann,Färber,CDU,CDU/CSU
11004318,Thomas,Jurk,SPD,SPD
11004404,Ursula,Schulte,SPD,SPD
11004415,Albert,Stegemann,CDU,CDU/CSU
11004442,Bernd,Westphal,SPD,SPD
11004444,Dirk,Wiese,SPD,SPD
11004449,Hubertus,Zdebel,DIE LINKE.,Die Linke
11004669,Marc,Bernhard,AfD,AfD
11004780,Karsten,Klein,FDP,FDP
11004823,Amira Mohamed,Ali,DIE LINKE.,Die Linke
11004831,Hansjörg,Müller,AfD,AfD
11004835,Volker,Münz,AfD,AfD
11004947,Nezahat,Baradari,SPD,SPD
11004949,Isabel,Mackensen,SPD,SPD
11001074,Volker,Kauder,CDU,CDU/CSU
11003068,Ekin,Deligöz,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11003582,Patricia,Lips,CDU,CDU/CSU
11003614,Sascha,Raabe,SPD,SPD
11003761,Monika,Grütters,CDU,
11003784,Alois,Karl,CSU,CDU/CSU
11003800,Michael,Leutert,DIE LINKE.,Die Linke
11004071,Volkmar,Klein,CDU,CDU/CSU
11004191,Dagmar,Ziegler,SPD,SPD
11004312,Dieter,Janecek,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004332,Carsten,Körber,CDU,CDU/CSU
11004378,Achim,Post,SPD,SPD
11004388,Dennis,Rohde,SPD,SPD
11004414,Wolfgang,Stefinger,CSU,CDU/CSU
11004938,Paul,Ziemiak,CDU,CDU/CSU
11002140,Horst,Seehofer,CSU,
11003496,Sören,Bartol,SPD,SPD
11003630,Swen,Schulz,SPD,SPD
11003830,Sönke,Rix,SPD,SPD
11004153,Reinhold,Sendker,CDU,CDU/CSU
11004246,Ulrike,Bahr,SPD,SPD
11004281,Klaus-Dieter,Gröhler,CDU,CDU/CSU
11004370,Sylvia,Pantel,CDU,CDU/CSU
11004382,Kerstin,Radomski,CDU,CDU/CSU
11004412,Svenja,Stadler,SPD,SPD
11004652,Grigorios,Aggelidis,FDP,FDP
11004655,Norbert Maria,Altenkamp,CDU,CDU/CSU
11004661,Nicole,Bauer,FDP,FDP
11004681,Silvia,Breher,CDU,CDU/CSU
11004687,Marcus,Bühl,AfD,AfD
11004779,Michael,Kießling,CSU,CDU/CSU
11004788,Jörn,König,AfD,AfD
11002666,Hermann,Gröhe,CDU,CDU/CSU
11003118,Axel E.,Fischer,CDU,CDU/CSU
11003142,Hubertus,Heil,SPD,
11004006,Bärbel,Bas,SPD,SPD
11004045,Michael,Groß,SPD,SPD
