,AgendaItemTitle,AgendaItemNumber,Order,AgendaItemDate,ProtocolId,DateOnly,ProtocolDate,LegislaturePeriod,Number,SessionTitle,AgendaItemsCount,MongoId,Id
102,Urheberrecht im digitalen Binnenmarkt,ZP 13,17,2019-06-27T21:20:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
103,Bahnpolitik,"15, ZP 14",18,2019-06-27T22:05:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
104,Start-Ups und Mittelstand - Urheberrechtsreform,16,19,2019-06-27T22:50:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
105,Nationale Tourismusstrategie,"17, ZP 15",20,2019-06-27T23:20:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
106,Atomabkommen mit dem Iran und INF-Vertrag,"18, ZP 16-18",21,2019-06-27T23:50:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
107,Baukulturbericht 2018/19,19,22,2019-06-27T00:10:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
108,Agrarökologie,20,23,2019-06-27T00:30:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
109,Internationale Lage der Menschenrechte von LSBTTI,21,24,2019-06-27T00:45:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
110,Anpassung des Datenschutzrechts,22,25,2019-06-27T01:15:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
111,Ferkelbetäubungssachkundeverordnung,23,26,2019-06-27T01:35:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
112,Gesetz über Energiedienstleistungen,ZP 19,27,2019-06-27T01:50:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
113,Änderung des SGB IX und SGB XII,24,28,2019-06-27T02:00:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
114,Bundeswehreinsatz in Kosovo (KFOR),25,1,2019-06-28T09:00:00,d50b2ee5-626b-49cc-eddd-08da0c32b602,2019-06-28,2019-06-28T00:00:00,19,108,108. Sitzung,9,6205403f0395756521183260,d50b2ee5-626b-49cc-eddd-08da0c32b602
115,Bundeswehreinsatz in Libanon (UNIFIL),26,2,2019-06-28T09:50:00,d50b2ee5-626b-49cc-eddd-08da0c32b602,2019-06-28,2019-06-28T00:00:00,19,108,108. Sitzung,9,6205403f0395756521183260,d50b2ee5-626b-49cc-eddd-08da0c32b602
116,Förderung von Unternehmensgründungen,27,3,2019-06-28T10:30:00,d50b2ee5-626b-49cc-eddd-08da0c32b602,2019-06-28,2019-06-28T00:00:00,19,108,108. Sitzung,9,6205403f0395756521183260,d50b2ee5-626b-49cc-eddd-08da0c32b602
117,Rehabilitierung von Opfern von SED-Unrecht,28,4,2019-06-28T11:40:00,d50b2ee5-626b-49cc-eddd-08da0c32b602,2019-06-28,2019-06-28T00:00:00,19,108,108. Sitzung,9,6205403f0395756521183260,d50b2ee5-626b-49cc-eddd-08da0c32b602
118,Klimapolitik,29,5,2019-06-28T12:40:00,d50b2ee5-626b-49cc-eddd-08da0c32b602,2019-06-28,2019-06-28T00:00:00,19,108,108. Sitzung,9,6205403f0395756521183260,d50b2ee5-626b-49cc-eddd-08da0c32b602
119,Wohngeldstärkungsgesetz,"32, ZP 20",6,2019-06-28T14:20:00,d50b2ee5-626b-49cc-eddd-08da0c32b602,2019-06-28,2019-06-28T00:00:00,19,108,108. Sitzung,9,6205403f0395756521183260,d50b2ee5-626b-49cc-eddd-08da0c32b602
120,Wiedereinführung der Meisterpflicht,31,7,2019-06-28T15:10:00,d50b2ee5-626b-49cc-eddd-08da0c32b602,2019-06-28,2019-06-28T00:00:00,19,108,108. Sitzung,9,6205403f0395756521183260,d50b2ee5-626b-49cc-eddd-08da0c32b602
121,Frauen im Widerstand gegen den Nationalsozialismus,33,8,2019-06-28T15:55:00,d50b2ee5-626b-49cc-eddd-08da0c32b602,2019-06-28,2019-06-28T00:00:00,19,108,108. Sitzung,9,6205403f0395756521183260,d50b2ee5-626b-49cc-eddd-08da0c32b602
122,Förderung des Ländlichen Raumes,"34, ZP 21",9,2019-06-28T16:30:00,d50b2ee5-626b-49cc-eddd-08da0c32b602,2019-06-28,2019-06-28T00:00:00,19,108,108. Sitzung,9,6205403f0395756521183260,d50b2ee5-626b-49cc-eddd-08da0c32b602
123,Eidesleistung der Bundesministerin der Verteidigung,1,1,2019-07-24T12:00:00,386706ed-8c9c-4f2b-eddc-08da0c32b602,2019-07-24,2019-07-24T00:00:00,19,109,109. Sitzung,2,6205403f039575652118325f,386706ed-8c9c-4f2b-eddc-08da0c32b602
124,Regierungserklärung der Bundesministerin der Verteidigung,2,2,2019-07-24T12:05:00,386706ed-8c9c-4f2b-eddc-08da0c32b602,2019-07-24,2019-07-24T00:00:00,19,109,109. Sitzung,2,6205403f039575652118325f,386706ed-8c9c-4f2b-eddc-08da0c32b602
125,Familiennachzug zu subsidiär Schutzberechtigten,3,1,2018-02-01T09:00:00,972b7f86-6ea8-4330-ee3e-08da0c32b602,2018-02-01,2018-02-01T00:00:00,19,11,11. Sitzung,13,6205403f03957565211832c1,972b7f86-6ea8-4330-ee3e-08da0c32b602
126,Wahl: Parlamentarisches Kontrollgremium,ZP 2,2,2018-02-01T11:00:00,972b7f86-6ea8-4330-ee3e-08da0c32b602,2018-02-01,2018-02-01T00:00:00,19,11,11. Sitzung,13,6205403f03957565211832c1,972b7f86-6ea8-4330-ee3e-08da0c32b602
127,Demokratieklausel,4,3,2018-02-01T11:05:00,972b7f86-6ea8-4330-ee3e-08da0c32b602,2018-02-01,2018-02-01T00:00:00,19,11,11. Sitzung,13,6205403f03957565211832c1,972b7f86-6ea8-4330-ee3e-08da0c32b602
128,EU-Verordnung zu einem Europäischen Währungsfonds,"5, ZP 3, 4",4,2018-02-01T12:05:00,972b7f86-6ea8-4330-ee3e-08da0c32b602,2018-02-01,2018-02-01T00:00:00,19,11,11. Sitzung,13,6205403f03957565211832c1,972b7f86-6ea8-4330-ee3e-08da0c32b602
129,Gesetzliche wöchentliche Höchstarbeitszeit,6,5,2018-02-01T13:00:00,972b7f86-6ea8-4330-ee3e-08da0c32b602,2018-02-01,2018-02-01T00:00:00,19,11,11. Sitzung,13,6205403f03957565211832c1,972b7f86-6ea8-4330-ee3e-08da0c32b602
130,Reform des Gemeinsamen Europäischen Asylsystems,7,6,2018-02-01T13:50:00,972b7f86-6ea8-4330-ee3e-08da0c32b602,2018-02-01,2018-02-01T00:00:00,19,11,11. Sitzung,13,6205403f03957565211832c1,972b7f86-6ea8-4330-ee3e-08da0c32b602
131,Überweisungen im vereinfachten Verfahren,17,7,2018-02-01T14:40:00,972b7f86-6ea8-4330-ee3e-08da0c32b602,2018-02-01,2018-02-01T00:00:00,19,11,11. Sitzung,13,6205403f03957565211832c1,972b7f86-6ea8-4330-ee3e-08da0c32b602
132,Abschließende Beratungen ohne Aussprache,18,8,2018-02-01T14:45:00,972b7f86-6ea8-4330-ee3e-08da0c32b602,2018-02-01,2018-02-01T00:00:00,19,11,11. Sitzung,13,6205403f03957565211832c1,972b7f86-6ea8-4330-ee3e-08da0c32b602
133,Aktuelle Stunde zum Einmarsch der Türkei in Syrien mit Panzern aus deutscher Produktion,ZP 5,9,2018-02-01T14:50:00,972b7f86-6ea8-4330-ee3e-08da0c32b602,2018-02-01,2018-02-01T00:00:00,19,11,11. Sitzung,13,6205403f03957565211832c1,972b7f86-6ea8-4330-ee3e-08da0c32b602
134,Förderung von Kinderwunschbehandlungen,8,10,2018-02-01T16:05:00,972b7f86-6ea8-4330-ee3e-08da0c32b602,2018-02-01,2018-02-01T00:00:00,19,11,11. Sitzung,13,6205403f03957565211832c1,972b7f86-6ea8-4330-ee3e-08da0c32b602
135,Sanktionen gegen Russland,9,11,2018-02-01T16:50:00,972b7f86-6ea8-4330-ee3e-08da0c32b602,2018-02-01,2018-02-01T00:00:00,19,11,11. Sitzung,13,6205403f03957565211832c1,972b7f86-6ea8-4330-ee3e-08da0c32b602
136,Chancen der Digitalisierung,10,12,2018-02-01T17:40:00,972b7f86-6ea8-4330-ee3e-08da0c32b602,2018-02-01,2018-02-01T00:00:00,19,11,11. Sitzung,13,6205403f03957565211832c1,972b7f86-6ea8-4330-ee3e-08da0c32b602
137,Krankenversicherungsbeiträge für Betriebsrenten,11,13,2018-02-01T18:30:00,972b7f86-6ea8-4330-ee3e-08da0c32b602,2018-02-01,2018-02-01T00:00:00,19,11,11. Sitzung,13,6205403f03957565211832c1,972b7f86-6ea8-4330-ee3e-08da0c32b602
138,"Einbringung Haushaltsgesetz 2020, Finanzplan des Bundes 2019 bis 2023",1,1,2019-09-10T10:10:00,4352c5bd-81b4-43b8-eddb-08da0c32b602,2019-09-10,2019-09-10T00:00:00,19,110,110. Sitzung,4,6205403f039575652118325e,4352c5bd-81b4-43b8-eddb-08da0c32b602
139,Allgemeine Finanzdebatte,"1 Epl 08, ...",2,2019-09-10T10:55:00,4352c5bd-81b4-43b8-eddb-08da0c32b602,2019-09-10,2019-09-10T00:00:00,19,110,110. Sitzung,4,6205403f039575652118325e,4352c5bd-81b4-43b8-eddb-08da0c32b602
140,Wirtschaft und Energie,1 Epl 09,3,2019-09-10T12:35:00,4352c5bd-81b4-43b8-eddb-08da0c32b602,2019-09-10,2019-09-10T00:00:00,19,110,110. Sitzung,4,6205403f039575652118325e,4352c5bd-81b4-43b8-eddb-08da0c32b602
141,"Umwelt, Naturschutz und nukleare Sicherheit",1 Epl 16,4,2019-09-10T14:15:00,4352c5bd-81b4-43b8-eddb-08da0c32b602,2019-09-10,2019-09-10T00:00:00,19,110,110. Sitzung,4,6205403f039575652118325e,4352c5bd-81b4-43b8-eddb-08da0c32b602
142,Ernährung und Landwirtschaft,1 Epl 10,5,2019-09-10T15:50:00,4352c5bd-81b4-43b8-eddb-08da0c32b602,2019-09-10,2019-09-10T00:00:00,19,110,110. Sitzung,4,6205403f039575652118325e,4352c5bd-81b4-43b8-eddb-08da0c32b602
143,Bundeskanzlerin und Bundeskanzleramt,1 Epl 04,1,2019-09-11T09:00:00,9f376bab-4854-451d-edda-08da0c32b602,2019-09-11,2019-09-11T00:00:00,19,111,111. Sitzung,4,6205403f039575652118325d,9f376bab-4854-451d-edda-08da0c32b602
144,Auswärtiges Amt,1 Epl 05,2,2019-09-11T12:45:00,9f376bab-4854-451d-edda-08da0c32b602,2019-09-11,2019-09-11T00:00:00,19,111,111. Sitzung,4,6205403f039575652118325d,9f376bab-4854-451d-edda-08da0c32b602
145,Verteidigung,1 Epl 14,3,2019-09-11T14:30:00,9f376bab-4854-451d-edda-08da0c32b602,2019-09-11,2019-09-11T00:00:00,19,111,111. Sitzung,4,6205403f039575652118325d,9f376bab-4854-451d-edda-08da0c32b602
146,Wirtschaftliche Zusammenarbeit und Entwicklung,1 Epl 23,4,2019-09-11T16:10:00,9f376bab-4854-451d-edda-08da0c32b602,2019-09-11,2019-09-11T00:00:00,19,111,111. Sitzung,4,6205403f039575652118325d,9f376bab-4854-451d-edda-08da0c32b602
147,"Inneres, Bau und Heimat",1 Epl 06,1,2019-09-12T09:05:00,c2101fa7-e265-4450-edd9-08da0c32b602,2019-09-12,2019-09-12T00:00:00,19,112,112. Sitzung,7,6205403f039575652118325c,c2101fa7-e265-4450-edd9-08da0c32b602
148,Justiz und Verbraucherschutz,1 Epl 07,2,2019-09-12T10:40:00,c2101fa7-e265-4450-edd9-08da0c32b602,2019-09-12,2019-09-12T00:00:00,19,112,112. Sitzung,7,6205403f039575652118325c,c2101fa7-e265-4450-edd9-08da0c32b602
149,Überweisungen im vereinfachten Verfahren,"2, ZP 1",3,2019-09-12T12:25:00,c2101fa7-e265-4450-edd9-08da0c32b602,2019-09-12,2019-09-12T00:00:00,19,112,112. Sitzung,7,6205403f039575652118325c,c2101fa7-e265-4450-edd9-08da0c32b602
150,Abschließende Beratungen ohne Aussprache,"3, ZP 2",4,2019-09-12T12:25:00,c2101fa7-e265-4450-edd9-08da0c32b602,2019-09-12,2019-09-12T00:00:00,19,112,112. Sitzung,7,6205403f039575652118325c,c2101fa7-e265-4450-edd9-08da0c32b602
151,Verkehr und digitale Infrastruktur,1 Epl 12,5,2019-09-12T12:30:00,c2101fa7-e265-4450-edd9-08da0c32b602,2019-09-12,2019-09-12T00:00:00,19,112,112. Sitzung,7,6205403f039575652118325c,c2101fa7-e265-4450-edd9-08da0c32b602
152,"Familie, Senioren, Frauen und Jugend",1 Epl 17,6,2019-09-12T14:10:00,c2101fa7-e265-4450-edd9-08da0c32b602,2019-09-12,2019-09-12T00:00:00,19,112,112. Sitzung,7,6205403f039575652118325c,c2101fa7-e265-4450-edd9-08da0c32b602
153,Bildung und Forschung,1 Epl 30,7,2019-09-12T15:55:00,c2101fa7-e265-4450-edd9-08da0c32b602,2019-09-12,2019-09-12T00:00:00,19,112,112. Sitzung,7,6205403f039575652118325c,c2101fa7-e265-4450-edd9-08da0c32b602
154,Arbeit und Soziales,1 Epl 11,1,2019-09-13T09:00:00,b0a48cb5-b31b-4498-edd8-08da0c32b602,2019-09-13,2019-09-13T00:00:00,19,113,113. Sitzung,3,6205403f039575652118325b,b0a48cb5-b31b-4498-edd8-08da0c32b602
155,Gesundheit,1 Epl 15,2,2019-09-13T10:45:00,b0a48cb5-b31b-4498-edd8-08da0c32b602,2019-09-13,2019-09-13T00:00:00,19,113,113. Sitzung,3,6205403f039575652118325b,b0a48cb5-b31b-4498-edd8-08da0c32b602
156,Schlussrunde Haushaltsgesetz 2020,1,3,2019-09-13T12:25:00,b0a48cb5-b31b-4498-edd8-08da0c32b602,2019-09-13,2019-09-13T00:00:00,19,113,113. Sitzung,3,6205403f039575652118325b,b0a48cb5-b31b-4498-edd8-08da0c32b602
157,Befragung der Bundesregierung,1,1,2019-09-25T13:00:00,604225d8-5436-4f16-edd7-08da0c32b602,2019-09-25,2019-09-25T00:00:00,19,114,114. Sitzung,3,6205403f039575652118325a,604225d8-5436-4f16-edd7-08da0c32b602
158,Fragestunde,2,2,2019-09-25T14:05:00,604225d8-5436-4f16-edd7-08da0c32b602,2019-09-25,2019-09-25T00:00:00,19,114,114. Sitzung,3,6205403f039575652118325a,604225d8-5436-4f16-edd7-08da0c32b602
159,Aktuelle Stunde zur Eskalation in der Golfregion,ZP 1,3,2019-09-25T15:55:00,604225d8-5436-4f16-edd7-08da0c32b602,2019-09-25,2019-09-25T00:00:00,19,114,114. Sitzung,3,6205403f039575652118325a,604225d8-5436-4f16-edd7-08da0c32b602
160,Klimaschutzprogramm 2030,ZP 2,1,2019-09-26T09:05:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
161,Strukturhilfen für Kohleregionen,3,2,2019-09-26T10:30:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
162,Förderung von Unternehmensgründungen,4,3,2019-09-26T11:15:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
163,Pflegelöhneverbesserungsgesetz,5,4,2019-09-26T12:30:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
164,"Umwelt-, Klimaschutz und Forstwirtschaft","6, ZP 3 - ZP 6",5,2019-09-26T13:20:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
165,Überweisungen im vereinfachten Verfahren,"35, ZP 7",6,2019-09-26T14:50:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
166,Abschließende Beratungen ohne Aussprache,"36, ZP 8",7,2019-09-26T14:55:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
167,Wahlgang – Stellvertreter des Präsidenten,ZP 9,8,2019-09-26T15:10:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
168,Aktuelle Stunde - Erhalt der Stasi-Unterlagenbehörde,ZP 10,9,2019-09-26T15:30:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
169,Stasi-Unterlagen-Gesetz,"7, ZP 11",10,2019-09-26T16:40:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
170,Schutz von Rechtsstaat und Demokratie,8,11,2019-09-26T17:35:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
171,Bundeswehreinsatz zur Bekämpfung des IS-Terrors,"ZP 12, ZP 13",12,2019-09-26T18:25:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
172,Deutsch-französische Freundschaft,"10, ZP 14",13,2019-09-26T19:00:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
173,Bezahlbares Wohnen,"ZP 15, TOP 11 c-e",14,2019-09-26T19:45:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
174,EU-Beitrittsantrag Nordmazedoniens und Albaniens,"18, ZP 16",15,2019-09-26T20:35:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
175,"Programm ""Perspektive Heimat""",ZP 17,16,2019-09-26T21:25:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
176,Hebammenreformgesetz,12,17,2019-09-26T22:05:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
177,Steuerliche Entlastung für Familien,"15, ZP 18",18,2019-09-26T22:35:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
178,Reform der Psychotherapeutenausbildung,14,19,2019-09-26T23:05:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
179,Ausbildungsplatzumlage,17,20,2019-09-26T23:30:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
180,Implantateregister-Errichtungsgesetz,16,21,2019-09-26T23:50:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
181,Besoldungsstrukturenmodernisierungsgesetz,"21, ZP 19",22,2019-09-26T00:00:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
182,Stand der Umsetzung der Agenda 2030,"20, ZP 20",23,2019-09-26T00:25:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
183,Eindämmung missbräuchlicher Abmahnungen,22,24,2019-09-26T00:55:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
184,MDK-Reformgesetz,23,25,2019-09-26T01:10:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
185,Neustrukturierung des Zollfahndungsdienstgesetzes,24,26,2019-09-26T01:15:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
186,Freizügigkeitsrechte nach dem Brexit,25,27,2019-09-26T01:25:00,52798886-8996-43cb-edd5-08da0c32b602,2019-09-26,2019-09-26T00:00:00,19,115,115. Sitzung,27,6205403f0395756521183258,52798886-8996-43cb-edd5-08da0c32b602
187,Angehörigen-Entlastungsgesetz - Sozialhilfe,26,1,2019-09-27T09:00:00,253bd5d3-deeb-4b56-edd6-08da0c32b602,2019-09-27,2019-09-27T00:00:00,19,116,116. Sitzung,9,6205403f0395756521183259,253bd5d3-deeb-4b56-edd6-08da0c32b602
188,Arbeitslosengeld I,27,2,2019-09-27T10:05:00,253bd5d3-deeb-4b56-edd6-08da0c32b602,2019-09-27,2019-09-27T00:00:00,19,116,116. Sitzung,9,6205403f0395756521183259,253bd5d3-deeb-4b56-edd6-08da0c32b602
189,Bericht zum Stand der Deutschen Einheit 2019,28,3,2019-09-27T11:10:00,253bd5d3-deeb-4b56-edd6-08da0c32b602,2019-09-27,2019-09-27T00:00:00,19,116,116. Sitzung,9,6205403f0395756521183259,253bd5d3-deeb-4b56-edd6-08da0c32b602
190,Herstellung der Renteneinheit,29,4,2019-09-27T12:20:00,253bd5d3-deeb-4b56-edd6-08da0c32b602,2019-09-27,2019-09-27T00:00:00,19,116,116. Sitzung,9,6205403f0395756521183259,253bd5d3-deeb-4b56-edd6-08da0c32b602
191,Steuerliche Förderung der Elektromobilität,30,5,2019-09-27T13:25:00,253bd5d3-deeb-4b56-edd6-08da0c32b602,2019-09-27,2019-09-27T00:00:00,19,116,116. Sitzung,9,6205403f0395756521183259,253bd5d3-deeb-4b56-edd6-08da0c32b602
192,Begabtenförderung in der beruflichen Bildung,31,6,2019-09-27T14:05:00,253bd5d3-deeb-4b56-edd6-08da0c32b602,2019-09-27,2019-09-27T00:00:00,19,116,116. Sitzung,9,6205403f0395756521183259,253bd5d3-deeb-4b56-edd6-08da0c32b602
193,Grunderwerbsteuergesetz (Share Deals),32,7,2019-09-27T14:50:00,253bd5d3-deeb-4b56-edd6-08da0c32b602,2019-09-27,2019-09-27T00:00:00,19,116,116. Sitzung,9,6205403f0395756521183259,253bd5d3-deeb-4b56-edd6-08da0c32b602
194,Digitale-Versorgung-Gesetz,33,8,2019-09-27T15:30:00,253bd5d3-deeb-4b56-edd6-08da0c32b602,2019-09-27,2019-09-27T00:00:00,19,116,116. Sitzung,9,6205403f0395756521183259,253bd5d3-deeb-4b56-edd6-08da0c32b602
195,Stärkung der politischen Partizipationsrechte,"34, ZP, 21, ZP 22",9,2019-09-27T16:15:00,253bd5d3-deeb-4b56-edd6-08da0c32b602,2019-09-27,2019-09-27T00:00:00,19,116,116. Sitzung,9,6205403f0395756521183259,253bd5d3-deeb-4b56-edd6-08da0c32b602
196,Änderung des GG,1-3,1,2019-10-16T13:00:00,833cd708-eec0-4469-edd4-08da0c32b602,2019-10-16,2019-10-16T00:00:00,19,117,117. Sitzung,4,6205403f0395756521183257,833cd708-eec0-4469-edd4-08da0c32b602
197,Befragung der Bundesregierung,4,2,2019-10-16T13:05:00,833cd708-eec0-4469-edd4-08da0c32b602,2019-10-16,2019-10-16T00:00:00,19,117,117. Sitzung,4,6205403f0395756521183257,833cd708-eec0-4469-edd4-08da0c32b602
198,Fragestunde,5,3,2019-10-16T14:10:00,833cd708-eec0-4469-edd4-08da0c32b602,2019-10-16,2019-10-16T00:00:00,19,117,117. Sitzung,4,6205403f0395756521183257,833cd708-eec0-4469-edd4-08da0c32b602
199,Aktuelle Stunde zum Einmarsch der Türkei in Syrien,ZP 1,4,2019-10-16T15:45:00,833cd708-eec0-4469-edd4-08da0c32b602,2019-10-16,2019-10-16T00:00:00,19,117,117. Sitzung,4,6205403f0395756521183257,833cd708-eec0-4469-edd4-08da0c32b602
200,Regierungserklärung zum Europäischen Rat,6,1,2019-10-17T09:10:00,e2f3e708-c8e3-40a3-edd3-08da0c32b602,2019-10-17,2019-10-17T00:00:00,19,118,118. Sitzung,26,6205403f0395756521183256,e2f3e708-c8e3-40a3-edd3-08da0c32b602
201,Vereinbarte Debatte - Bekämpfung des Antisemitismus,ZP 2,2,2019-10-17T11:05:00,e2f3e708-c8e3-40a3-edd3-08da0c32b602,2019-10-17,2019-10-17T00:00:00,19,118,118. Sitzung,26,6205403f0395756521183256,e2f3e708-c8e3-40a3-edd3-08da0c32b602
202,Klima- und Energiepolitik,7,3,2019-10-17T12:25:00,e2f3e708-c8e3-40a3-edd3-08da0c32b602,2019-10-17,2019-10-17T00:00:00,19,118,118. Sitzung,26,6205403f0395756521183256,e2f3e708-c8e3-40a3-edd3-08da0c32b602
203,Verkehrspolitik,"30, ZP 3",4,2019-10-17T13:40:00,e2f3e708-c8e3-40a3-edd3-08da0c32b602,2019-10-17,2019-10-17T00:00:00,19,118,118. Sitzung,26,6205403f0395756521183256,e2f3e708-c8e3-40a3-edd3-08da0c32b602
