,AgendaItemTitle,AgendaItemNumber,Order,AgendaItemDate,ProtocolId,DateOnly,ProtocolDate,LegislaturePeriod,Number,SessionTitle,AgendaItemsCount,MongoId,Id
397,Förderung der betrieblichen Altersvorsorge,9,10,2019-12-12T16:20:00,3f45a31f-1416-4642-edc3-08da0c32b602,2019-12-12,2019-12-12T00:00:00,19,134,134. Sitzung,17,6205403f0395756521183246,3f45a31f-1416-4642-edc3-08da0c32b602
398,Selbständige in der Sozialversicherung,16,11,2019-12-12T17:05:00,3f45a31f-1416-4642-edc3-08da0c32b602,2019-12-12,2019-12-12T00:00:00,19,134,134. Sitzung,17,6205403f0395756521183246,3f45a31f-1416-4642-edc3-08da0c32b602
399,Grenzüberschreitende Steuergestaltungen,"17, ZP 7",12,2019-12-12T17:45:00,3f45a31f-1416-4642-edc3-08da0c32b602,2019-12-12,2019-12-12T00:00:00,19,134,134. Sitzung,17,6205403f0395756521183246,3f45a31f-1416-4642-edc3-08da0c32b602
400,Gesundheitspolitik u.a. Krankenkassenwettbewerb,18,13,2019-12-12T18:20:00,3f45a31f-1416-4642-edc3-08da0c32b602,2019-12-12,2019-12-12T00:00:00,19,134,134. Sitzung,17,6205403f0395756521183246,3f45a31f-1416-4642-edc3-08da0c32b602
401,Schutz von Frauen vor Gewalt,"19, ZP 8",14,2019-12-12T19:00:00,3f45a31f-1416-4642-edc3-08da0c32b602,2019-12-12,2019-12-12T00:00:00,19,134,134. Sitzung,17,6205403f0395756521183246,3f45a31f-1416-4642-edc3-08da0c32b602
402,Stiefkindadoption in nichtehelichen Familien,"20, ZP 9",15,2019-12-12T19:35:00,3f45a31f-1416-4642-edc3-08da0c32b602,2019-12-12,2019-12-12T00:00:00,19,134,134. Sitzung,17,6205403f0395756521183246,3f45a31f-1416-4642-edc3-08da0c32b602
403,Tarifbindung,21,16,2019-12-12T20:10:00,3f45a31f-1416-4642-edc3-08da0c32b602,2019-12-12,2019-12-12T00:00:00,19,134,134. Sitzung,17,6205403f0395756521183246,3f45a31f-1416-4642-edc3-08da0c32b602
404,Netzwerkdurchsetzungsgesetz,"22, ZP 10, ZP 11",17,2019-12-12T20:50:00,3f45a31f-1416-4642-edc3-08da0c32b602,2019-12-12,2019-12-12T00:00:00,19,134,134. Sitzung,17,6205403f0395756521183246,3f45a31f-1416-4642-edc3-08da0c32b602
405,Änderung des Aufstiegsfortbildungsgesetzes,"23, ZP 12",1,2019-12-13T09:00:00,544f8ea2-a0fd-405d-edc2-08da0c32b602,2019-12-13,2019-12-13T00:00:00,19,135,135. Sitzung,9,6205403f0395756521183245,544f8ea2-a0fd-405d-edc2-08da0c32b602
406,Änderung der Abgabenordnung,24,2,2019-12-13T10:05:00,544f8ea2-a0fd-405d-edc2-08da0c32b602,2019-12-13,2019-12-13T00:00:00,19,135,135. Sitzung,9,6205403f0395756521183245,544f8ea2-a0fd-405d-edc2-08da0c32b602
407,Waffenrechtsänderungsgesetz,ZP 13,3,2019-12-13T11:15:00,544f8ea2-a0fd-405d-edc2-08da0c32b602,2019-12-13,2019-12-13T00:00:00,19,135,135. Sitzung,9,6205403f0395756521183245,544f8ea2-a0fd-405d-edc2-08da0c32b602
408,Globale Klimagerechtigkeit,26,4,2019-12-13T12:00:00,544f8ea2-a0fd-405d-edc2-08da0c32b602,2019-12-13,2019-12-13T00:00:00,19,135,135. Sitzung,9,6205403f0395756521183245,544f8ea2-a0fd-405d-edc2-08da0c32b602
409,Mahnmal für Opfer kommunistischer Gewaltherrschaft,27,5,2019-12-13T13:15:00,544f8ea2-a0fd-405d-edc2-08da0c32b602,2019-12-13,2019-12-13T00:00:00,19,135,135. Sitzung,9,6205403f0395756521183245,544f8ea2-a0fd-405d-edc2-08da0c32b602
410,Souveränität Deutschlands,28,6,2019-12-13T13:55:00,544f8ea2-a0fd-405d-edc2-08da0c32b602,2019-12-13,2019-12-13T00:00:00,19,135,135. Sitzung,9,6205403f0395756521183245,544f8ea2-a0fd-405d-edc2-08da0c32b602
411,Einführung einer Wohnungslosenberichterstattung,"29, ZP 14",7,2019-12-13T14:30:00,544f8ea2-a0fd-405d-edc2-08da0c32b602,2019-12-13,2019-12-13T00:00:00,19,135,135. Sitzung,9,6205403f0395756521183245,544f8ea2-a0fd-405d-edc2-08da0c32b602
412,Menschenrecht auf Frieden,30,8,2019-12-13T15:05:00,544f8ea2-a0fd-405d-edc2-08da0c32b602,2019-12-13,2019-12-13T00:00:00,19,135,135. Sitzung,9,6205403f0395756521183245,544f8ea2-a0fd-405d-edc2-08da0c32b602
413,Aktuelle Stunde zum Kurs der großen Koalition in der Haushalts- und Finanzpolitik,ZP 6,9,2019-12-13T15:40:00,544f8ea2-a0fd-405d-edc2-08da0c32b602,2019-12-13,2019-12-13T00:00:00,19,135,135. Sitzung,9,6205403f0395756521183245,544f8ea2-a0fd-405d-edc2-08da0c32b602
414,Befragung der Bundesregierung,1,1,2019-12-18T13:00:00,537c1162-8abf-4ecc-edc0-08da0c32b602,2019-12-18,2019-12-18T00:00:00,19,136,136. Sitzung,8,6205403f0395756521183243,537c1162-8abf-4ecc-edc0-08da0c32b602
415,Fragestunde,2,2,2019-12-18T14:10:00,537c1162-8abf-4ecc-edc0-08da0c32b602,2019-12-18,2019-12-18T00:00:00,19,136,136. Sitzung,8,6205403f0395756521183243,537c1162-8abf-4ecc-edc0-08da0c32b602
416,Aktuelle Stunde zu Bürgerrechten und IT-Sicherheit,ZP 1,3,2019-12-18T15:10:00,537c1162-8abf-4ecc-edc0-08da0c32b602,2019-12-18,2019-12-18T00:00:00,19,136,136. Sitzung,8,6205403f0395756521183243,537c1162-8abf-4ecc-edc0-08da0c32b602
417,Regelungen über die zulässige Miethöhe,3,4,2019-12-18T16:30:00,537c1162-8abf-4ecc-edc0-08da0c32b602,2019-12-18,2019-12-18T00:00:00,19,136,136. Sitzung,8,6205403f0395756521183243,537c1162-8abf-4ecc-edc0-08da0c32b602
418,Elterngeld,4,5,2019-12-18T17:05:00,537c1162-8abf-4ecc-edc0-08da0c32b602,2019-12-18,2019-12-18T00:00:00,19,136,136. Sitzung,8,6205403f0395756521183243,537c1162-8abf-4ecc-edc0-08da0c32b602
419,Verteilung der Maklerkosten bei Immobilienkauf,5,6,2019-12-18T17:45:00,537c1162-8abf-4ecc-edc0-08da0c32b602,2019-12-18,2019-12-18T00:00:00,19,136,136. Sitzung,8,6205403f0395756521183243,537c1162-8abf-4ecc-edc0-08da0c32b602
420,Beratungsqualität in Jobcentern,ZP 2,7,2019-12-18T18:20:00,537c1162-8abf-4ecc-edc0-08da0c32b602,2019-12-18,2019-12-18T00:00:00,19,136,136. Sitzung,8,6205403f0395756521183243,537c1162-8abf-4ecc-edc0-08da0c32b602
421,Jahresberichte - Verhütung von Folter,7,8,2019-12-18T18:55:00,537c1162-8abf-4ecc-edc0-08da0c32b602,2019-12-18,2019-12-18T00:00:00,19,136,136. Sitzung,8,6205403f0395756521183243,537c1162-8abf-4ecc-edc0-08da0c32b602
422,Waldschutz und Waldbewirtschaftung,8,1,2019-12-19T09:05:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
423,Föderale Sicherheitsarchitektur,9,2,2019-12-19T10:20:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
424,Vorgehen gegen die Hisbollah,ZP 3-5,3,2019-12-19T11:30:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
425,Städtebauentwicklung,11,4,2019-12-19T12:20:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
426,Überweisungen im vereinfachten Verfahren,"26, ZP 17",5,2019-12-19T13:35:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
427,Abschließende Beratungen ohne Aussprache,"27, ZP 18-20",6,2019-12-19T13:35:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
428,Beschlussempfehlung des Vermittlungsausschusses,ZP 21,7,2019-12-19T13:50:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
429,Aktuelle Stunde - Klimagipfel,ZP 6,8,2019-12-19T14:20:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
430,Betrachtungszeitraum ortsübliche Vergleichsmiete,"ZP 7, ZP 8, ZP 22",9,2019-12-19T15:50:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
431,"Rechtsextremismusdatei, Terrorismusbekämpfung",ZP 9-11,10,2019-12-19T16:25:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
432,"Naturschutz, Wolfsmanagement","ZP 12, ZP 13",11,2019-12-19T17:05:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
433,Zollfahndungsdienstgesetz,10,12,2019-12-19T17:50:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
434,Informationstechnik im Sicherheitsbereich,16,13,2019-12-19T18:30:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
435,Medizinprodukterecht,"12, ZP 14",14,2019-12-19T19:10:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
436,Deutsch als Wissenschaftssprache,18,15,2019-12-19T19:45:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
437,Verkehrsinfrastruktur,14,16,2019-12-19T20:15:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
438,Chinapolitik,20,17,2019-12-19T20:50:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
439,Kommunikation in der Wissenschaft,17,18,2019-12-19T21:30:00,f72fe134-056b-4b68-edc1-08da0c32b602,2019-12-19,2019-12-19T00:00:00,19,137,137. Sitzung,18,6205403f0395756521183244,f72fe134-056b-4b68-edc1-08da0c32b602
440,Vereinbarte Debatte - Künstliche Intelligenz,21,1,2019-12-20T09:00:00,f90b6ee6-26ca-497a-edbf-08da0c32b602,2019-12-20,2019-12-20T00:00:00,19,138,138. Sitzung,7,6205403f0395756521183242,f90b6ee6-26ca-497a-edbf-08da0c32b602
441,Wohnungsnot und Obdachlosigkeit,22,2,2019-12-20T10:10:00,f90b6ee6-26ca-497a-edbf-08da0c32b602,2019-12-20,2019-12-20T00:00:00,19,138,138. Sitzung,7,6205403f0395756521183242,f90b6ee6-26ca-497a-edbf-08da0c32b602
442,Kurzzeitpflege,"15, ZP 15",3,2019-12-20T11:20:00,f90b6ee6-26ca-497a-edbf-08da0c32b602,2019-12-20,2019-12-20T00:00:00,19,138,138. Sitzung,7,6205403f0395756521183242,f90b6ee6-26ca-497a-edbf-08da0c32b602
443,Altschulden der Kommunen und Wohnungsunternehmen,23,4,2019-12-20T11:55:00,f90b6ee6-26ca-497a-edbf-08da0c32b602,2019-12-20,2019-12-20T00:00:00,19,138,138. Sitzung,7,6205403f0395756521183242,f90b6ee6-26ca-497a-edbf-08da0c32b602
444,Beschaffung von bewaffneten Drohnen,"24, ZP 16",5,2019-12-20T13:05:00,f90b6ee6-26ca-497a-edbf-08da0c32b602,2019-12-20,2019-12-20T00:00:00,19,138,138. Sitzung,7,6205403f0395756521183242,f90b6ee6-26ca-497a-edbf-08da0c32b602
445,Sicherheit beim 5G-Netzausbau,25,6,2019-12-20T13:50:00,f90b6ee6-26ca-497a-edbf-08da0c32b602,2019-12-20,2019-12-20T00:00:00,19,138,138. Sitzung,7,6205403f0395756521183242,f90b6ee6-26ca-497a-edbf-08da0c32b602
446,Aktuelle Stunde - Globales Flüchtlingsforum und Grundrechtekatalog,ZP 23,7,2019-12-20T14:35:00,f90b6ee6-26ca-497a-edbf-08da0c32b602,2019-12-20,2019-12-20T00:00:00,19,138,138. Sitzung,7,6205403f0395756521183242,f90b6ee6-26ca-497a-edbf-08da0c32b602
447,Befragung der Bundesregierung,1,1,2020-01-15T13:00:00,cbb1f906-5f6c-4209-edbe-08da0c32b602,2020-01-15,2020-01-15T00:00:00,19,139,139. Sitzung,8,6205403f0395756521183241,cbb1f906-5f6c-4209-edbe-08da0c32b602
448,Fragestunde,2,2,2020-01-15T14:10:00,cbb1f906-5f6c-4209-edbe-08da0c32b602,2020-01-15,2020-01-15T00:00:00,19,139,139. Sitzung,8,6205403f0395756521183241,cbb1f906-5f6c-4209-edbe-08da0c32b602
449,Aktuelle Lage im Nahen und Mittleren Osten,ZP 1,3,2020-01-15T15:10:00,cbb1f906-5f6c-4209-edbe-08da0c32b602,2020-01-15,2020-01-15T00:00:00,19,139,139. Sitzung,8,6205403f0395756521183241,cbb1f906-5f6c-4209-edbe-08da0c32b602
450,Strafgesetzbuch - Verunglimpfung der EU,3,4,2020-01-15T16:45:00,cbb1f906-5f6c-4209-edbe-08da0c32b602,2020-01-15,2020-01-15T00:00:00,19,139,139. Sitzung,8,6205403f0395756521183241,cbb1f906-5f6c-4209-edbe-08da0c32b602
451,Einsatz der Bundeswehr im Irak,4,5,2020-01-15T17:20:00,cbb1f906-5f6c-4209-edbe-08da0c32b602,2020-01-15,2020-01-15T00:00:00,19,139,139. Sitzung,8,6205403f0395756521183241,cbb1f906-5f6c-4209-edbe-08da0c32b602
452,Luftsicherheitsrechtliche Zuverlässigkeitsprüfung,"5, ZP 2",6,2020-01-15T18:00:00,cbb1f906-5f6c-4209-edbe-08da0c32b602,2020-01-15,2020-01-15T00:00:00,19,139,139. Sitzung,8,6205403f0395756521183241,cbb1f906-5f6c-4209-edbe-08da0c32b602
453,Aufhebung der Immunität,ZP 17,7,2020-01-15T18:40:00,cbb1f906-5f6c-4209-edbe-08da0c32b602,2020-01-15,2020-01-15T00:00:00,19,139,139. Sitzung,8,6205403f0395756521183241,cbb1f906-5f6c-4209-edbe-08da0c32b602
454,Agrarpaket und Düngeverordnung,6,8,2020-01-15T18:40:00,cbb1f906-5f6c-4209-edbe-08da0c32b602,2020-01-15,2020-01-15T00:00:00,19,139,139. Sitzung,8,6205403f0395756521183241,cbb1f906-5f6c-4209-edbe-08da0c32b602
455,Regierungserklärung zur Tagung der Staats- und Regierungschefs der EU-27,3,1,2018-02-22T09:05:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
456,Aktuelle Entwicklung im Nahen und Mittleren Osten,4,2,2018-02-22T11:10:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
457,Vollverschleierung im öffentlichen Raum,5,3,2018-02-22T12:25:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
458,ERP-Wirtschaftsplangesetz 2018,6,4,2018-02-22T13:15:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
459,Klimaziele,7,5,2018-02-22T14:00:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
460,Sachgrundlose Befristung von Arbeitsverträgen,8,6,2018-02-22T15:00:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
461,Reduzierung von Pestiziden,9,7,2018-02-22T15:55:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
462,Überweisung im vereinfachten Verfahren,"19, ZP 2",8,2018-02-22T16:45:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
463,Abschließende Beratung ohne Aussprache,20,9,2018-02-22T16:45:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
464,Wahlen zu Gremien,10,10,2018-02-22T16:50:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
465,Aktuelle Stunde zu kostenlosem Öffentlichen Personennahverkehr,ZP 3,11,2018-02-22T16:50:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
466,Aufhebung Immunität,ZP 7,12,2018-02-22T18:15:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
467,Verhalten der Bundesregierung im Fall Deniz Yücel,ZP 4,13,2018-02-22T18:15:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
468,Cannabis-Modellprojekte,"11, ZP 5",14,2018-02-22T19:20:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
469,Lobbyregistergesetz,12,15,2018-02-22T20:20:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
470,Werbung für Schwangerschaftsabbruch - § 219a StGB,13,16,2018-02-22T21:05:00,4393e74e-4bb0-403c-ee3b-08da0c32b602,2018-02-22,2018-02-22T00:00:00,19,14,14. Sitzung,16,6205403f03957565211832be,4393e74e-4bb0-403c-ee3b-08da0c32b602
471,Organspende,7,1,2020-01-16T09:05:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
472,Finanzielle Lasten der Migrationspolitik,8,2,2020-01-16T12:00:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
473,Nachhaltige Mobilitätsforschung,"9, ZP 3",3,2020-01-16T13:05:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
474,Entschädigung der Erbengemeinschaft Hohenzollern,10,4,2020-01-16T13:45:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
475,Überweisungen im vereinfachten Verfahren,"24, 18, ZP 4, 19",5,2020-01-16T14:55:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
476,Abschließende Beratung ohne Aussprache,25,6,2020-01-16T14:55:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
477,1. Wahlgang - Stellvertreter des Präsidenten,ZP 5,7,2020-01-16T15:10:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
478,Wahlen zu Gremien,ZP 6,8,2020-01-16T15:35:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
479,"Aktuelle Stunde - Schutz von Kommunalpolitikern, Polizei und Rettungskräften",ZP 18,9,2020-01-16T16:10:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
480,Wohnungslosigkeit und Obdachlosigkeit,11,10,2020-01-16T17:35:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
481,Meinungsfreiheit im Netz,12,11,2020-01-16T18:15:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
482,Umsetzung des Eisenbahnpakets der EU,13,12,2020-01-16T18:50:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
483,Mehr Frauen in den Deutschen Bundestag,"16, ZP 8",13,2020-01-16T19:25:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
484,Menschenrecht auf Barrierefreiheit,15,14,2020-01-16T20:10:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
485,Nutzung der Ramstein Air Base,"ZP 9, ZP 10",15,2020-01-16T20:55:00,9b361e02-fcff-460e-edbd-08da0c32b602,2020-01-16,2020-01-16T00:00:00,19,140,140. Sitzung,15,6205403f0395756521183240,9b361e02-fcff-460e-edbd-08da0c32b602
486,Strafgesetzbuch - Cybergrooming,17,1,2020-01-17T09:00:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
487,Ausweitung des EU-Emissionshandels,ZP 11,2,2020-01-17T09:40:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
488,Agrarpolitischer Bericht 2019,"19, 14, ZP 12-13",3,2020-01-17T10:45:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
489,Deutsche EU-Ratspräsidentschaft 2020,20,4,2020-01-17T12:10:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
490,Fahrrad- und Fußgängerverkehr,"21, ZP 14",5,2020-01-17T13:25:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
491,Schutz der heimischen Landwirtschaft,"22, ZP 15",6,2020-01-17T14:35:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
492,Investitionen für ein zukunftsfähiges Deutschland,23,7,2020-01-17T15:15:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
493,Aktuelle Stunde - Deutschland als Automobilstandort erhalten,ZP 20,8,2020-01-17T15:55:00,dc12812b-08cd-4e05-edbc-08da0c32b602,2020-01-17,2020-01-17T00:00:00,19,141,141. Sitzung,8,6205403f039575652118323f,dc12812b-08cd-4e05-edbc-08da0c32b602
494,Befragung der Bundesregierung,1,1,2020-01-29T13:05:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
495,Fragestunde,2,2,2020-01-29T14:20:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
496,Aktuelle Stunde - Für eine schnelle Einigung bei der Wahlrechtsreform,ZP 1,3,2020-01-29T15:10:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
497,Energiesparrecht für Gebäude,3,4,2020-01-29T16:30:00,ede86252-69ce-428a-edba-08da0c32b602,2020-01-29,2020-01-29T00:00:00,19,142,142. Sitzung,8,6205403f039575652118323d,ede86252-69ce-428a-edba-08da0c32b602
